procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 1893524 2113652  80056 2657828    0    0     0     0 21014 110896 15  8 77  0  0  0
 4  0 1893524 2115640  80056 2658080    0    0     8     0 19383 104778 16  7 77  0  0  0
 2  0 1893524 2113768  80056 2658148    0    0     0   172 20588 109086 16  8 76  0  0  0
 7  0 1893524 2109800  80072 2658024    0    0     0    52 19909 106516 16  8 76  0  0  0
 5  0 1893524 2109316  80072 2658032    0    0     0     0 21266 111484 16  8 76  0  0  0
 5  0 1893524 2108164  80072 2657876    0    0     0     0 21459 112579 16  8 76  0  0  0
 3  0 1893524 2110432  80096 2658148    0    0     0   476 20273 107418 16  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 1893524 2103136  80104 2657968    0    0     0    20 21608 113817 16  8 77  0  0  0
 8  0 1893524 2107800  80112 2658212    0    0    16    20 20767 109736 15  9 77  0  0  0
 2  0 1893524 2106684  80112 2658344    0    0     0     0 20297 107008 17  8 75  0  0  0
 3  0 1893524 2107816  80112 2658148    0    0     0     0 19284 102938 16  8 77  0  0  0
 2  0 1893524 2115880  80112 2658088    0    0     0     0 21084 110713 15  8 77  0  0  0
 1  0 1893524 2114572  80144 2657880    0    0     0   136 20169 107661 15  8 77  0  0  0
 1  0 1893524 2119844  80144 2658228    0    0     0    24 19265 104301 15  8 77  0  0  0
 5  0 1893524 2119692  80144 2658348    0    0     0   120 19974 106378 15  9 77  0  0  0
 4  0 1893524 2118732  80144 2658420    0    0     0     0 20587 107957 16  9 75  0  0  0
 4  0 1893524 2120128  80144 2658424    0    0     0     0 19960 106978 15  9 77  0  0  0
 6  0 1893524 2117788  80152 2658548    0    0     0    48 21032 111875 15  8 77  0  0  0
 3  0 1893524 2115896  80160 2658476    0    0     0    28 20861 108394 16  8 76  0  0  0
 3  0 1893524 2112028  80160 2658404    0    0     0     0 20422 107802 15  9 76  0  0  0
 1  0 1893524 2112620  80160 2659092    0    0     0     0 19233 102899 15  8 77  0  0  0
 3  0 1893524 2108732  80160 2659088    0    0     0   104 20107 106948 15  8 77  0  0  0
 1  0 1893524 2109448  80168 2658660    0    0     0    56 20195 106901 16  8 76  0  0  0
 2  0 1893524 1987996  80168 2658620    0    0     4     8 18899 100844 16  9 76  0  0  0
 2  0 1893524 1882520  80176 2658940    0    0     0    20 23451 101269 15  9 76  0  0  0
 4  0 1893524 2042408  80192 2658952    0    0     0   116 20540 106535 15  8 77  0  0  0
 1  0 1893524 2043368  80192 2658536    0    0    32     0 19350 102600 16  8 75  0  0  0
 6  0 1893524 2040936  80192 2658884    0    0     0     0 20473 108815 17  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0 1893524 2045792  80192 2658900    0    0     0   400 20029 105609 15  8 77  0  0  0
 5  0 1893524 2047392  80200 2658980    0    0     0    80 20363 108473 16  7 76  0  0  0
